run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR321472	SAMEA2151838	ERX294605	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321472/ERR321472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321472/ERR321472_2.fastq.gz
ERR321476	SAMEA2161222	ERX294609	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321476/ERR321476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321476/ERR321476_2.fastq.gz
ERR321478	SAMEA2161222	ERX294611	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321478/ERR321478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321478/ERR321478_2.fastq.gz
ERR321482	SAMEA1964687	ERX294615	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321482/ERR321482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321482/ERR321482_2.fastq.gz
ERR321486	SAMEA2145582	ERX294619	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321486/ERR321486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321486/ERR321486_2.fastq.gz
ERR321491	SAMEA2150447	ERX294624	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321491/ERR321491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321491/ERR321491_2.fastq.gz
ERR321493	SAMEA2149271	ERX294626	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321493/ERR321493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321493/ERR321493_2.fastq.gz
ERR321496	SAMEA2156906	ERX294629	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321496/ERR321496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321496/ERR321496_2.fastq.gz
ERR321501	SAMEA2155373	ERX294634	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321501/ERR321501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321501/ERR321501_2.fastq.gz
ERR321503	SAMEA2154893	ERX294636	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321503/ERR321503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321503/ERR321503_2.fastq.gz
ERR321506	SAMEA2154920	ERX294639	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321506/ERR321506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321506/ERR321506_2.fastq.gz
ERR321507	SAMEA2154920	ERX294640	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321507/ERR321507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321507/ERR321507_2.fastq.gz
ERR321508	SAMEA2154920	ERX294641	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321508/ERR321508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321508/ERR321508_2.fastq.gz
ERR321512	SAMEA2145758	ERX294645	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321512/ERR321512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321512/ERR321512_2.fastq.gz
ERR321513	SAMEA2145758	ERX294646	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321513/ERR321513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321513/ERR321513_2.fastq.gz
ERR321517	SAMEA2158269	ERX294650	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321517/ERR321517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321517/ERR321517_2.fastq.gz
ERR321519	SAMEA2158269	ERX294652	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321519/ERR321519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321519/ERR321519_2.fastq.gz
ERR321520	SAMEA2152125	ERX294653	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321520/ERR321520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321520/ERR321520_2.fastq.gz
ERR321524	SAMEA2150563	ERX294657	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321524/ERR321524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321524/ERR321524_2.fastq.gz
ERR321525	SAMEA2151606	ERX294658	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321525/ERR321525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321525/ERR321525_2.fastq.gz
ERR321532	SAMEA2147991	ERX294665	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321532/ERR321532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321532/ERR321532_2.fastq.gz
ERR321541	SAMEA2151034	ERX294674	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321541/ERR321541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321541/ERR321541_2.fastq.gz
ERR321543	SAMEA2142525	ERX294676	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321543/ERR321543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321543/ERR321543_2.fastq.gz
ERR321545	SAMEA2143633	ERX294678	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321545/ERR321545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321545/ERR321545_2.fastq.gz
ERR321548	SAMEA2158190	ERX294681	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321548/ERR321548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321548/ERR321548_2.fastq.gz
ERR321550	SAMEA2157917	ERX294683	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321550/ERR321550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321550/ERR321550_2.fastq.gz
ERR321554	SAMEA2153397	ERX294687	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321554/ERR321554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321554/ERR321554_2.fastq.gz
ERR321557	SAMEA2150726	ERX294690	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321557/ERR321557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321557/ERR321557_2.fastq.gz
ERR321558	SAMEA2154015	ERX294691	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321558/ERR321558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321558/ERR321558_2.fastq.gz
ERR321567	SAMEA2161897	ERX294700	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321567/ERR321567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321567/ERR321567_2.fastq.gz
ERR321576	SAMEA2153852	ERX294709	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321576/ERR321576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321576/ERR321576_2.fastq.gz
ERR321577	SAMEA1965858	ERX294710	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321577/ERR321577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321577/ERR321577_2.fastq.gz
ERR321582	SAMEA2152591	ERX294715	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321582/ERR321582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321582/ERR321582_2.fastq.gz
ERR321585	SAMEA2153898	ERX294718	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321585/ERR321585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321585/ERR321585_2.fastq.gz
ERR321586	SAMEA2153898	ERX294719	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321586/ERR321586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321586/ERR321586_2.fastq.gz
ERR321587	SAMEA2151439	ERX294720	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321587/ERR321587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321587/ERR321587_2.fastq.gz
ERR321588	SAMEA2152531	ERX294721	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321588/ERR321588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321588/ERR321588_2.fastq.gz
ERR321592	SAMEA2152063	ERX294725	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321592/ERR321592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321592/ERR321592_2.fastq.gz
ERR321594	SAMEA1971210	ERX294727	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321594/ERR321594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321594/ERR321594_2.fastq.gz
ERR321595	SAMEA2160902	ERX294728	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321595/ERR321595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321595/ERR321595_2.fastq.gz
ERR321597	SAMEA2158542	ERX294730	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321597/ERR321597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321597/ERR321597_2.fastq.gz
ERR321600	SAMEA2153251	ERX294733	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321600/ERR321600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321600/ERR321600_2.fastq.gz
ERR321602	SAMEA2149228	ERX294735	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321602/ERR321602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321602/ERR321602_2.fastq.gz
ERR321603	SAMEA2147036	ERX294736	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321603/ERR321603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321603/ERR321603_2.fastq.gz
ERR321605	SAMEA2158468	ERX294738	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321605/ERR321605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321605/ERR321605_2.fastq.gz
ERR321607	SAMEA2152521	ERX294740	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321607/ERR321607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321607/ERR321607_2.fastq.gz
ERR321611	SAMEA2143863	ERX294744	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321611/ERR321611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321611/ERR321611_2.fastq.gz
ERR321612	SAMEA1967319	ERX294745	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321612/ERR321612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321612/ERR321612_2.fastq.gz
ERR321614	SAMEA2154561	ERX294747	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321614/ERR321614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321614/ERR321614_2.fastq.gz
ERR321615	SAMEA2144555	ERX294748	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321615/ERR321615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321615/ERR321615_2.fastq.gz
ERR321616	SAMEA2144304	ERX294749	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321616/ERR321616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321616/ERR321616_2.fastq.gz
ERR321619	SAMEA2151703	ERX294752	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321619/ERR321619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321619/ERR321619_2.fastq.gz
ERR321622	SAMEA2145815	ERX294755	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321622/ERR321622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321622/ERR321622_2.fastq.gz
ERR321625	SAMEA2144223	ERX294758	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321625/ERR321625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321625/ERR321625_2.fastq.gz
ERR321626	SAMEA2155512	ERX294759	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321626/ERR321626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321626/ERR321626_2.fastq.gz
ERR321627	SAMEA2157977	ERX294760	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321627/ERR321627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321627/ERR321627_2.fastq.gz
ERR321629	SAMEA2161597	ERX294762	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321629/ERR321629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321629/ERR321629_2.fastq.gz
ERR321631	SAMEA2155758	ERX294764	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321631/ERR321631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321631/ERR321631_2.fastq.gz
ERR321633	SAMEA2148094	ERX294766	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321633/ERR321633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321633/ERR321633_2.fastq.gz
ERR321636	SAMEA2156850	ERX294769	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321636/ERR321636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321636/ERR321636_2.fastq.gz
ERR321638	SAMEA2151010	ERX294771	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321638/ERR321638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321638/ERR321638_2.fastq.gz
ERR321639	SAMEA2160998	ERX294772	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321639/ERR321639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321639/ERR321639_2.fastq.gz
ERR321641	SAMEA2162475	ERX294774	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321641/ERR321641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321641/ERR321641_2.fastq.gz
ERR321650	SAMEA1970858	ERX294783	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321650/ERR321650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321650/ERR321650_2.fastq.gz
ERR321652	SAMEA2162640	ERX294785	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321652/ERR321652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321652/ERR321652_2.fastq.gz
ERR321653	SAMEA2149983	ERX294786	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321653/ERR321653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321653/ERR321653_2.fastq.gz
